Problem,Package,File,Priority,Line,Description,Rule set,Rule
"",,/commerce_123/config/local.properties,2,10,Property 'mail.smtp.user' contains the key '.user' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
"",,/commerce_123/config/local.properties,2,11,Property 'mail.smtp.password' contains the key '.password' which seems to contains sensitive information,Commerce Incompatibilities,ValidateSensitiveKey
